,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2018,21,CAR,NFL,WR,16.0,10.0,82.0,55.0,788.0,14.3,2.0,33.0,53.7,82.0,3.4,49.3,67.1,9.6,13.0,172.0,0.0,6.0,84.6,32.0,13.2,10.8,0.8,68.0,14.1,960.0,2.0,4.0,8.0,
1,2019,22,CAR,NFL,WR,15.0,15.0,135.0,87.0,1175.0,13.5,4.0,63.0,58.5,52.0,5.8,78.3,64.4,8.7,6.0,40.0,0.0,3.0,66.7,13.0,6.7,2.7,0.4,93.0,13.1,1215.0,4.0,2.0,8.0,
2,2020,23,CAR,NFL,WR,15.0,14.0,118.0,66.0,1193.0,18.1,4.0,53.0,52.5,74.0,4.4,79.5,55.9,10.1,2.0,22.0,0.0,1.0,50.0,21.0,11.0,1.5,0.1,68.0,17.9,1215.0,4.0,0.0,10.0,
3,2021,24,CAR,NFL,WR,17.0,17.0,163.0,93.0,1157.0,12.4,4.0,60.0,47.9,64.0,5.5,68.1,57.1,7.1,8.0,48.0,0.0,4.0,75.0,14.0,6.0,2.8,0.5,101.0,11.9,1205.0,4.0,1.0,9.0,
4,2022,25,CAR,NFL,WR,17.0,17.0,118.0,63.0,888.0,14.1,7.0,44.0,43.2,62.0,3.7,52.2,53.4,7.5,10.0,53.0,0.0,3.0,80.0,11.0,5.3,3.1,0.6,73.0,12.9,941.0,7.0,0.0,8.0,
5,2023,26,CHI,NFL,WR,17.0,17.0,136.0,96.0,1364.0,14.2,8.0,64.0,59.6,58.0,5.6,80.2,70.6,10.0,4.0,21.0,1.0,1.0,50.0,16.0,5.3,1.2,0.2,100.0,13.9,1385.0,9.0,1.0,13.0,
6,2024,27,CHI,NFL,WR,17.0,17.0,140.0,98.0,966.0,9.9,6.0,43.0,47.1,44.0,5.8,56.8,70.0,6.9,14.0,75.0,0.0,3.0,71.4,14.0,5.4,4.4,0.8,112.0,9.3,1041.0,6.0,1.0,9.0,
7,2025,28,CHI,NFL,WR,3.0,3.0,16.0,12.0,135.0,11.3,1.0,6.0,62.5,30.0,4.0,45.0,75.0,8.4,6.0,15.0,0.0,1.0,50.0,5.0,2.5,5.0,2.0,18.0,8.3,150.0,1.0,1.0,,
8,8 Yrs,8 Yrs,8 Yrs,8 Yrs,,117.0,110.0,908.0,570.0,7666.0,13.4,36.0,366.0,51.9,82.0,4.9,65.5,62.8,8.4,63.0,446.0,1.0,22.0,71.4,32.0,7.1,3.8,0.5,633.0,12.8,8112.0,37.0,10.0,65.0,
9,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,16.0,132.0,83.0,1114.0,13.4,5.0,53.0,51.9,82.0,4.9,65.5,62.8,8.4,9.0,65.0,0.0,3.0,71.4,32.0,7.1,3.8,0.5,92.0,12.8,1179.0,5.0,1.0,,
10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,CAR (5 Yrs),CAR (5 Yrs),CAR (5 Yrs),CAR (5 Yrs),,80.0,73.0,616.0,364.0,5201.0,14.3,21.0,253.0,51.0,82.0,4.6,65.0,59.1,8.4,39.0,335.0,0.0,17.0,76.9,32.0,8.6,4.2,0.5,403.0,13.7,5536.0,21.0,7.0,43.0,
12,CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),CHI (3 Yrs),,37.0,37.0,292.0,206.0,2465.0,12.0,15.0,113.0,53.8,58.0,5.6,66.6,70.5,8.4,24.0,111.0,1.0,5.0,62.5,16.0,4.6,3.0,0.6,230.0,11.2,2576.0,16.0,3.0,22.0,
