,Season,Age,Team,Lg,Pos,G,GS,Tgt,Rec,Yds,Y/R,TD,1D,Succ%,Lng,R/G,Y/G,Ctch%,Y/Tgt,Att,Yds.1,TD.1,1D.1,Succ%.1,Lng.1,Y/A,Y/G.1,A/G,Touch,Y/Tch,YScm,RRTD,Fmb,AV,Awards
0,2020,21,DEN,NFL,WR,16.0,14.0,113.0,52.0,856.0,16.5,3.0,39.0,36.3,92.0,3.3,53.5,46.0,7.6,0.0,0.0,0.0,0.0,,,,0.0,0.0,52.0,16.5,856.0,3.0,2.0,6.0,
1,2021,22,DEN,NFL,WR,10.0,5.0,56.0,38.0,467.0,12.3,0.0,22.0,53.6,40.0,3.8,46.7,67.9,8.3,2.0,3.0,0.0,0.0,0.0,3.0,1.5,0.3,0.2,40.0,11.8,470.0,0.0,1.0,4.0,
2,2022,23,DEN,NFL,WR,15.0,14.0,100.0,67.0,972.0,14.5,6.0,41.0,52.0,67.0,4.5,64.8,67.0,9.7,4.0,40.0,0.0,4.0,100.0,14.0,10.0,2.7,0.3,71.0,14.3,1012.0,6.0,0.0,7.0,
3,2023,24,DEN,NFL,WR,16.0,11.0,87.0,54.0,758.0,14.0,2.0,28.0,46.0,47.0,3.4,47.4,62.1,8.7,0.0,0.0,0.0,0.0,,,,0.0,0.0,54.0,14.0,758.0,2.0,1.0,7.0,
4,2024,25,CLE,NFL,WR,17.0,16.0,145.0,90.0,1229.0,13.7,4.0,57.0,53.8,89.0,5.3,72.3,62.1,8.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,90.0,13.7,1229.0,4.0,0.0,7.0,PB
5,5 Yrs,5 Yrs,5 Yrs,5 Yrs,,74.0,60.0,501.0,301.0,4282.0,14.2,15.0,187.0,48.1,92.0,4.1,57.9,60.1,8.5,6.0,43.0,0.0,4.0,66.7,14.0,7.2,0.6,0.1,307.0,14.1,4325.0,15.0,4.0,31.0,
6,17 Game Avg,17 Game Avg,17 Game Avg,17 Game Avg,,17.0,14.0,115.0,69.0,984.0,14.2,3.0,43.0,48.1,92.0,4.1,57.9,60.1,8.5,1.0,10.0,0.0,1.0,66.7,14.0,7.2,0.6,0.1,71.0,3.2,994.0,3.0,1.0,7.0,
7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,DEN (4 Yrs),DEN (4 Yrs),DEN (4 Yrs),DEN (4 Yrs),,57.0,44.0,356.0,211.0,3053.0,14.5,11.0,130.0,45.8,92.0,3.7,53.6,59.3,8.6,6.0,43.0,0.0,4.0,66.7,14.0,7.2,0.8,0.1,217.0,14.3,3096.0,11.0,4.0,24.0,
9,CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),CLE (1 Yr),,17.0,16.0,145.0,90.0,1229.0,13.7,4.0,57.0,53.8,89.0,5.3,72.3,62.1,8.5,0.0,0.0,0.0,0.0,,,,0.0,0.0,90.0,13.7,1229.0,4.0,0.0,7.0,
